,Title,Summary,Director,Writer,Main Genres,Release Year,Runtime (Minutes),Rating (Out of 10),metadata
4838,vivo,"Vivo, Sony Pictures Animation's first-ever musical adventure featuring all-new original songs from Lin-Manuel Miranda, will take audiences on an epic adventure to gorgeous and vibrant locations never before seen in animation.","Brandon Jeffords,Kirk DeMicco","Kirk DeMicco,Quiara Alegría Hudes,Peter Barsocchini","Animation,Adventure,Comedy",2021.0,95.0,6.7,vivo sony picture animation first ever musical adventure featuring new original song lin manuel miranda take audience epic adventure gorgeous vibrant location never seen animation kirk demicco quiara alegr hudes peter barsocchini brandon jeffords kirk demicco animation adventure comedy
4839,the tenant,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,Roman Polanski,"Roman Polanski,Gérard Brach,Roland Topor","Drama,Thriller",1976.0,126.0,7.6,bureaucrat rent paris apartment find drawn rabbit hole dangerous paranoia roman polanski g rard brach roland topor roman polanski drama thriller
4840,astro boy,"When an android replica of a boy is rejected by his aggrieved creator, he goes off to find his own identity in an adventure that would make him the greatest hero of his time.",David Bowers,"Osamu Tezuka,David Bowers,Timothy Harris","Animation,Action,Adventure",2009.0,94.0,6.2,android replica boy rejected aggrieved creator go find identity adventure would make greatest hero time osamu tezuka david bower timothy harris david bower animation action adventure
4841,true spirit,"The story of Australian teenager, Jessica Watson, the youngest person ever to sail solo, non-stop around the world.",Sarah Spillane,"Rebecca Banner,Sarah Spillane,Cathy Randall","Adventure,Biography,Drama",2023.0,109.0,6.8,story australian teenager jessica watson youngest person ever sail solo non stop around world rebecca banner sarah spillane cathy randall sarah spillane adventure biography drama
4842,ice age: the meltdown,"Manny, Sid and Diego discover that the ice age is coming to an end, and join everybody for a journey to higher ground. On the trip, they discover that Manny is not in fact the last of the woolly mammoths.",Carlos Saldanha,"Gerry Swallow,Jim Hecht,Peter Gaulke","Animation,Adventure,Comedy",2006.0,91.0,6.8,manny sid diego discover ice age coming end join everybody journey higher ground trip discover manny fact last woolly mammoth gerry swallow jim hecht peter gaulke carlos saldanha animation adventure comedy
4843,shoot 'em up,"A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen.",Michael Davis,Michael Davis,"Action,Comedy,Thriller",2007.0,86.0,6.6,man named mr smith delivers woman baby shootout called upon protect newborn army gunman michael davis michael davis action comedy thriller
4844,adventureland,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",Greg Mottola,Greg Mottola,"Comedy,Drama,Romance",2009.0,107.0,6.8,summer college graduate take nowhere job local amusement park find perfect course get prepared real world greg mottola greg mottola comedy drama romance
4845,arctic,A man stranded in the Arctic after a plane crash must decide whether to remain in the relative safety of his makeshift camp or to embark on a deadly trek through the unknown.,Joe Penna,"Joe Penna,Ryan Morrison","Adventure,Drama",2018.0,98.0,6.8,man stranded arctic plane crash must decide whether remain relative safety makeshift camp embark deadly trek unknown joe penna ryan morrison joe penna adventure drama
4846,dead calm,"After a tragedy, John Ingram and his wife Rae are spending some time isolated at sea, when they come across a stranger who has abandoned a sinking ship.",Phillip Noyce,"Charles Williams,Terry Hayes","Horror,Thriller",1989.0,96.0,6.8,tragedy john ingram wife rae spending time isolated sea come across stranger abandoned sinking ship charles williams terry hayes phillip noyce horror thriller
4847,the killer,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,John Woo,John Woo,"Action,Crime,Drama",1989.0,111.0,7.8,disillusioned assassin accepts one last hit hope using earnings restore vision singer accidentally blinded john woo john woo action crime drama
4848,i stand alone,A horse butcher's life and mind begin to break down as he lashes out against various factions of society while attempting to reconnect with his estranged daughter.,Gaspar Noé,Gaspar Noé,"Crime,Drama,Thriller",1998.0,93.0,7.3,horse butcher life mind begin break lash various faction society attempting reconnect estranged daughter gaspar gaspar crime drama thriller
4849,children of heaven,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",Majid Majidi,Majid Majidi,"Drama,Family,Sport",1997.0,89.0,8.2,boy loses sister pair shoe go series adventure order find try new way win new pair majid majidi majid majidi drama family sport
4850,blue thunder,The cop test pilot for an experimental police helicopter learns the sinister implications of the new vehicle.,John Badham,"Don Jakoby,Dean Riesner,Dean Riesner(uncredited),Dan O'Bannon","Action,Crime,Drama",1983.0,109.0,6.4,cop test pilot experimental police helicopter learns sinister implication new vehicle jakoby dean riesner dean riesner uncredited dan bannon john badham action crime drama
4851,the forest hills,A man is tormented by nightmarish visions after enduring head trauma while camping in the Catskill woods.,Scott Goldberg,"Scott Goldberg,Scott B. Hansen","Drama,Horror,Thriller",2023.0,82.0,7.8,man tormented nightmarish vision enduring head trauma camping catskill wood scott goldberg scott b hansen scott goldberg drama horror thriller
4852,inspector gadget,A security guard's dreams come true when he is selected to be transformed into a cybernetic police officer.,David Kellogg,"Jean Chalopin,Bruno Bianchi,Andy Heyward","Action,Adventure,Comedy",1999.0,78.0,4.2,security guard dream come true selected transformed cybernetic police officer jean chalopin bruno bianchi andy heyward david kellogg action adventure comedy
4853,spaceman,"Jakub Procházka, orphaned as a boy and raised in the Czech countryside by his grandparents, overcomes his odds to become the country's first astronaut.",Johan Renck,"Jaroslav Kalfar,Colby Day","Adventure,Drama,Sci-Fi",2024.0,107.0,,jakub proch zka orphaned boy raised czech countryside grandparent overcomes odds become country first astronaut jaroslav kalfar colby day johan renck adventure drama sci fi
4854,murder by death,Five famous literary detective characters and their sidekicks are invited to a bizarre mansion to solve an even stranger mystery.,Robert Moore,Neil Simon,"Comedy,Crime,Mystery",1976.0,95.0,7.3,five famous literary detective character sidekick invited bizarre mansion solve even stranger mystery neil simon robert moore comedy crime mystery
4855,the killer inside me,A West Texas Deputy Sheriff is slowly unmasked as a psychotic killer.,Michael Winterbottom,"John Curran,Jim Thompson","Crime,Drama,Mystery",2010.0,109.0,6.1,west texas deputy sheriff slowly unmasked psychotic killer john curran jim thompson michael winterbottom crime drama mystery
4856,drishyam,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",Nishikant Kamat,"Upendra Sidhaye,Jeethu Joseph","Crime,Drama,Mystery",2015.0,163.0,8.2,desperate measure taken man try save family dark side law commit unexpected crime upendra sidhaye jeethu joseph nishikant kamat crime drama mystery
4857,war,"An FBI Agent seeks vengeance on a mysterious assassin known as ""Rogue"" who murdered his partner.",Philip G. Atwell,"Gregory J. Bradley,Lee Anthony Smith","Action,Crime,Thriller",2007.0,103.0,6.2,fbi agent seek vengeance mysterious assassin known rogue murdered partner gregory j bradley lee anthony smith philip g atwell action crime thriller
4858,get carter,"When his brother dies under mysterious circumstances in a car accident, London gangster Jack Carter travels to Newcastle to investigate.",Mike Hodges,"Ted Lewis,Mike Hodges","Action,Crime,Thriller",1971.0,112.0,7.3,brother dy mysterious circumstance car accident london gangster jack carter travel newcastle investigate ted lewis mike hodges mike hodges action crime thriller
4859,next,A Las Vegas magician who can see into the future is pursued by FBI agents seeking to use his abilities to prevent a nuclear terrorist attack.,Lee Tamahori,"Gary Goldman,Jonathan Hensleigh,Paul Bernbaum","Action,Sci-Fi,Thriller",2007.0,96.0,6.2,la vega magician see future pursued fbi agent seeking use ability prevent nuclear terrorist attack gary goldman jonathan hensleigh paul bernbaum lee tamahori action sci fi thriller
4860,shooting stars,A look at the young life of basketball star LeBron James. Feature film adaptation of LeBron James and Buzz Bissinger's book 'Shooting Stars'.,Chris Robinson,"Frank E. Flowers,Tony Rettenmaier,Juel Taylor","Biography,Drama,History",2023.0,116.0,6.5,look young life basketball star lebron james feature film adaptation lebron james buzz bissinger book shooting star frank e flower tony rettenmaier juel taylor chris robinson biography drama history
4861,in the cut,"New York City writing professor, Frannie Avery, has an affair with a police detective who is investigating the murder of a beautiful young woman in her neighborhood.",Jane Campion,"Susanna Moore,Jane Campion,Stavros Kazantzidis","Mystery,Thriller",2003.0,119.0,5.4,new york city writing professor frannie avery affair police detective investigating murder beautiful young woman neighborhood susanna moore jane campion stavros kazantzidis jane campion mystery thriller
4862,flight of the phoenix,Survivors of a plane crash in the Mongolian desert work together to build a new plane.,John Moore,"Scott Frank,Lukas Heller(1965 screenplay),Lukas Heller,Edward Burns","Action,Adventure,Drama",2004.0,113.0,6.1,survivor plane crash mongolian desert work together build new plane scott frank lukas heller screenplay lukas heller edward burn john moore action adventure drama
4863,courage under fire,"A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.",Edward Zwick,Patrick Sheane Duncan,"Action,Drama,Mystery",1996.0,116.0,6.6,u army officer despondent deadly mistake made investigates female chopper commander worthiness medal honor patrick sheane duncan edward zwick action drama mystery
